name,city,rating,types,latitude,longitude,description,category,price_level,amenities,room_types,cuisine_type,specialties,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Cocoon Inn Cat Ba,Cat Ba,4.9,"['hotel', 'accommodation']",20.72431030039828,107.05196429999998,"Núi Ngọc, Hải Phòng, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:39.832967
Victoria SaPa,Sapa,4.0,"['hotel', 'accommodation']",22.336964800403265,103.84277709999999,"Hoang Dieu, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681702
Muong Thanh Sapa Hotel,Sapa,4.1,"['hotel', 'accommodation']",22.337946200403245,103.84832879999999,"44, Đường Ngũ Chỉ Sơn, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681715
Zizi Homestay,Sapa,4.2,"['hotel', 'accommodation']",22.30711450040384,103.8963314,"Đường tỉnh 152, Cầu Mây, Tả Van, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681720
Little View Restaurant,Sapa,4.3,"['hotel', 'accommodation']",22.332518500403353,103.84292779999998,"042 Cau May, Ngo Cau May of Mega View Homestay, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681726
Woody Homestay Sapa,Sapa,4.4,"['hotel', 'accommodation']",22.331236750403374,103.82919180754641,"Cat Cat Road, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681730
Terraced H'Mong Homestay,Sapa,4.5,"['hotel', 'accommodation']",22.327644000403442,103.83052680770896,"Cat Cat Road, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681734
Mega View Homestay,Sapa,4.6,"['hotel', 'accommodation']",22.331710100403363,103.8433855480892,"24, Ngo Cau May, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681737
Sapa Queen Hotel,Sapa,4.7,"['hotel', 'accommodation']",22.332832400403348,103.84311479999998,"9, Ngo Cau May of Mega View Homestay, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681741
Mama Sa Homestay,Sapa,4.8,"['hotel', 'accommodation']",22.302717900403916,103.90361670000001,"VMM trail 2015, Mường Hoa, Lào Cai Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681744
Homestay Chuong An,Sapa,4.9,"['hotel', 'accommodation']",22.303220000403915,103.8913641,"Ta Van, Cầu Mây, Tả Van, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681748
Cho Cho Homestay,Sapa,4.0,"['hotel', 'accommodation']",22.296040000404048,103.89588999999998,"Road to Ta Van, Cầu Mây, Tả Van, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681752
Eco Palms House,Sapa,4.1,"['hotel', 'accommodation']",22.314829600403698,103.8830855,"Đường tỉnh 152, Cầu Mây, Tả Van, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681755
Chez Xi Quan,Sapa,4.2,"['hotel', 'accommodation']",22.39490630040207,103.85793029999999,"VMM 2019, Tả Phìn, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681759
Crazy Lazy,Sapa,4.3,"['hotel', 'accommodation']",22.297726700404006,103.8933289,"Road to Ta Van, Cầu Mây, Tả Van, Lào Cai Province 33000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681764
Fancy Sapa Hostel 2,Sapa,4.4,"['hotel', 'accommodation']",22.338045300403238,103.8432088,"No.26, Ngõ Hùng Hồ, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681768
Sapa Dao Homestay ( vrai emplacement),Sapa,4.5,"['hotel', 'accommodation']",22.359123500402813,103.8093065,"O Quy Ho Road, Phan Si Păng, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681771
The little hmong house,Sapa,4.6,"['hotel', 'accommodation']",22.29953360040398,103.90912659999998,"km5 Ban Den, VMM trail 2015, Mường Hoa, Lào Cai Province 330000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681775
Tưởng Mai,Sapa,4.7,"['hotel', 'accommodation']",22.33453500040331,103.8421226,"8, Phạm Xuân Huân, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681778
Nhà nghỉ Nhật Sapa Central,Sapa,4.8,"['hotel', 'accommodation']",22.332891800403345,103.8424156,"33, Phố Đồng Lợi, Sa Pa, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681781
Chapi Homestay,Sapa,4.9,"['hotel', 'accommodation']",22.33118320040338,103.82906575457446,"Đường Lý Thị Dủ, Hoàng Liên, Lào Cai Province 31786, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:13:50.681785
Nam Hoa Hotel,Ninh Binh,4.0,"['hotel', 'accommodation']",20.21413090038153,105.9349042,"Thai Vi, Ninh Hải, Ninh Bình Province 08213, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052625
Mountainside Homestay,Ninh Binh,4.1,"['hotel', 'accommodation']",20.245920700382772,105.9328316,"Tràng An, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052634
Nhà Vườn Thiên Nhiên Tràng An,Ninh Binh,4.2,"['hotel', 'accommodation']",20.26357130038345,105.9225928,"Tràng An, Hoa Lư, Ninh Bình Province 08251, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052637
THUY ANH HOTEL,Ninh Binh,4.3,"['hotel', 'accommodation']",20.254234800383085,105.97262309999999,"Đường Trường Hán Siêu, Vân Giang, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052639
Tuần Phone;Thu Guest House,Ninh Binh,4.4,"['hotel', 'accommodation']",20.254330200383098,105.9746897,"67;02, Phố 10, Vân Giang, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052641
Quoc Khanh Bamboo Homestay,Ninh Binh,4.5,"['hotel', 'accommodation']",20.26553960038353,105.9211018,"Tràng An, Hoa Lư, Ninh Bình Province 08251, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052644
Xuan Lai Right View Homestay,Ninh Binh,4.6,"['hotel', 'accommodation']",20.20715300038125,105.9408364,"ĐT.491C, Ninh Hải, Ninh Bình Province 08214, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052646
Ngoc Minh Homestay,Ninh Binh,4.7,"['hotel', 'accommodation']",20.215736700381587,105.93793500000001,"ĐT.491C, Ninh Hải, Ninh Bình Province 08214, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052648
tam coc horizon bungalow,Ninh Binh,4.8,"['hotel', 'accommodation']",20.221470800381816,105.9377005,"Thai Vi, Ninh Hải, Ninh Bình Province 08213, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052650
Tam Coc Garden (Authentic & natural resort),Ninh Binh,4.9,"['hotel', 'accommodation']",20.211299000381413,105.90803380000001,"Thai Vi, Ninh Hải, Ninh Bình Province 08213, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052653
Zuli Zen Home,Ninh Binh,4.0,"['hotel', 'accommodation']",20.180002400380157,105.98144750000002,"10, Quốc lộ 12B, Yên Thịnh, Ninh Bình Province 08214, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052657
Tam Cốc Palm house,Ninh Binh,4.1,"['hotel', 'accommodation']",20.215272300381567,105.92920259999998,"Thai Vi, Ninh Hải, Ninh Bình Province 08213, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052939
Hang Mua Homestay,Ninh Binh,4.2,"['hotel', 'accommodation']",20.23276100038227,105.94198490000001,"491B, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052943
Ninh binh valle montana homestay,Ninh Binh,4.3,"['hotel', 'accommodation']",20.24660410038279,105.9352692,"491B, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052946
Trang An Freedom Hood,Ninh Binh,4.4,"['hotel', 'accommodation']",20.261700100383372,105.91307009999998,"Tràng An, Hoa Lư, Ninh Bình Province 08251, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052948
Sonavie Hotel Ninh Bình,Ninh Binh,4.5,"['hotel', 'accommodation']",20.266652200383575,105.961362,"148, Đinh Điền, Tân Thành, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052950
Thanh Binh,Ninh Binh,4.6,"['hotel', 'accommodation']",20.25659910038319,105.9709334,"31, Đường Lương Văn Tuỵ, Vân Giang, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052953
Queen Mini Hotel,Ninh Binh,4.7,"['hotel', 'accommodation']",20.251507600382993,105.97851969999999,"21, Đường Hoàng Hoa Thám, Vân Giang, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052955
AIQ Hotel,Ninh Binh,4.8,"['hotel', 'accommodation']",20.2493209003829,105.9757454,"Đường Lý Thường Kiệt, Nam Bình, Hoa Lư, Ninh Bình Province 08212, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052957
Nguyễn Shack,Ninh Binh,4.9,"['hotel', 'accommodation']",20.22941670038213,105.9391633,"Lotus lake boardwalk, Hoa Lư, Ninh Bình Province 08213, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:02.052959
Tam Dao Belvedere Resort,Tam Dao,4.0,"['hotel', 'accommodation']",21.45099200040966,105.63893099999999,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270867
Camellia Luxury Hotel Tam Đảo,Tam Dao,4.1,"['hotel', 'accommodation']",21.456568500409688,105.64525659999998,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270877
mac tam dao,Tam Dao,4.2,"['hotel', 'accommodation']",21.455788400409684,105.64942939999999,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270881
Nhà khách Công đoàn Tam Đảo,Tam Dao,4.3,"['hotel', 'accommodation']",21.455419200409693,105.64323026142588,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270884
Khách sạn Báo Nhân dân,Tam Dao,4.4,"['hotel', 'accommodation']",21.455175300409685,105.64745017890279,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270887
Khách sạn Mela,Tam Dao,4.5,"['hotel', 'accommodation']",21.45315155040967,105.64517964246181,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270890
Hotel Anh Minh,Tam Dao,4.6,"['hotel', 'accommodation']",21.454570000409685,105.6457037,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270892
Khách sạn Anh Đào Tam Đảo,Tam Dao,4.7,"['hotel', 'accommodation']",21.45443230040968,105.6459436,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270895
Khách sạn Hòa Bình,Tam Dao,4.8,"['hotel', 'accommodation']",21.455033100409697,105.64519849999999,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270898
Khách sạn Hanvet,Tam Dao,4.9,"['hotel', 'accommodation']",21.45447260040968,105.6450377,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270901
Khách sạn Suối Bạc,Tam Dao,4.0,"['hotel', 'accommodation']",21.45428500040968,105.6452597,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270904
Hotel Tam Dao 12,Tam Dao,4.1,"['hotel', 'accommodation']",21.465954200409747,105.57865559999999,"Đại Đình, Phú Thọ Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:13.270907
Hoa Binh 2,Nghe An,4.0,"['hotel', 'accommodation']",18.66409710028971,105.68695019999998,"2, Ngô Đức Kế, Hồng Sơn, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145468
nhà của tôi,Nghe An,4.1,"['hotel', 'accommodation']",18.668840200290063,105.6801808,"24, Đặng Tất, Lê Mao, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145476
Khách sạn Mường Thanh Thanh Niên,Nghe An,4.2,"['hotel', 'accommodation']",18.675685950290593,105.68415110094375,"Lê Hồng Phong, Hưng Bình, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145479
ks huu nghi,Nghe An,4.3,"['hotel', 'accommodation']",18.68602740029139,105.6751278,"Mai Hắc Đế, Lê Lợi, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145481
Student accommodation,Nghe An,4.4,"['hotel', 'accommodation']",18.653993800288927,105.69027719999998,"Phượng Hoàng, Trung Đô, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145484
Lá Dò Hotel,Nghe An,4.5,"['hotel', 'accommodation']",18.68130770029103,105.68429079999999,"Nguyễn Văn Cừ, Hưng Phúc, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145488
Sao Việt,Nghe An,4.6,"['hotel', 'accommodation']",18.64758030028843,105.6665943,"01, National Route 1 bypassing Vinh city, Trung Đô, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145490
Tanh Vinh Hotel,Nghe An,4.7,"['hotel', 'accommodation']",18.68417690029125,105.67438809999999,"Lê Lợi, Lê Lợi, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145492
Anh Quan,Nghe An,4.8,"['hotel', 'accommodation']",18.703140700292703,105.670998,"Đường Bùi Dương Lịch, Quán Bàu, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145494
Tokyo 2 Hotel,Nghe An,4.9,"['hotel', 'accommodation']",18.67526560029056,105.69631189999998,"Phong Định Cảng, Bến Thủy, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145497
Nhà Anh Ten,Nghe An,4.0,"['hotel', 'accommodation']",18.66947980029011,105.7001027,"Phong Định Cảng, Bến Thủy, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145499
Nhà anh Ten,Nghe An,4.1,"['hotel', 'accommodation']",18.669367700290113,105.70020499999998,"Phong Định Cảng, Bến Thủy, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145501
Cheap accomodation for backpackers,Nghe An,4.2,"['hotel', 'accommodation']",18.65474020028898,105.698771,"Nguyễn Du, Trung Đô, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145503
Sai gon Kim Lien,Nghe An,4.3,"['hotel', 'accommodation']",18.670966500290234,105.6739416,"Quang Trung, Quang Trung, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145505
Mường Thanh Luxury Song Lam Hotel,Nghe An,4.4,"['hotel', 'accommodation']",18.668020400289997,105.67375670000001,"Quang Trung, Quang Trung, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145507
Tecco sky hotel and spa,Nghe An,4.5,"['hotel', 'accommodation']",18.68492720029131,105.67528879999999,"Lê Lợi, Lê Lợi, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145511
Khach San Viet Uc,Nghe An,4.6,"['hotel', 'accommodation']",18.674651800290523,105.69761349999999,"Phong Định Cảng, Bến Thủy, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145513
Dai Hue Palace,Nghe An,4.7,"['hotel', 'accommodation']",18.676097400290626,105.6949305,"Phong Định Cảng, Bến Thủy, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145515
Nhà Nghỉ Long Lưu,Nghe An,4.8,"['hotel', 'accommodation']",18.701190600292552,105.6920558,"Phạm Đình Toái, Hà Huy Tập, Vinh, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145517
Hoàng Tuấn,Nghe An,4.9,"['hotel', 'accommodation']",18.72513620029438,105.66501222997542,"Bùi Hiển, Nghi Kim, Nghệ An Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:30.145519
Beachside Backpackers Hostel Restaurant Bar,Quang Binh,4.0,"['hotel', 'accommodation']",17.501164100186685,106.62084619999999,"Truong Phap Road, Dong Thuan Ward, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377739
Ước Mơ,Quang Binh,4.1,"['hotel', 'accommodation']",17.473470300183944,106.62199399999999,"72, Cao Ba Quat Road, Dong Hoi Ward, Quảng Trị Province 510000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377748
TIKI HOSTEL&PUB,Quang Binh,4.2,"['hotel', 'accommodation']",17.50374490018695,106.6191123,"Truong Phap Road, Dong Thuan Ward, Dong Hoi Ward, Quảng Trị Province 51000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377752
Mai Hồng,Quang Binh,4.3,"['hotel', 'accommodation']",17.48820320018541,106.6271335,"143, Truong Phap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377755
Mường Thanh Holiday Quảng Bình,Quang Binh,4.4,"['hotel', 'accommodation']",17.48635900018522,106.62681129999999,"119, Truong Phap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377757
LeNa Homestay Villa,Quang Binh,4.5,"['hotel', 'accommodation']",17.47737790018433,106.6218731,"110, Duong Van An Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377759
Mau Hong,Quang Binh,4.6,"['hotel', 'accommodation']",17.479863600184586,106.6248923,"Truong Phap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377762
HIGH DREAM Hostel,Quang Binh,4.7,"['hotel', 'accommodation']",17.473255900183933,106.62205489999998,"72, Cao Ba Quat Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377764
Hoang Dat Hotel,Quang Binh,4.8,"['hotel', 'accommodation']",17.49705620018628,106.59254719999998,"225, Ly Thanh Tong Road, Dong Thuan Ward, Dong Hoi Ward, Quảng Trị Province 510000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377766
Riverview Homestay,Quang Binh,4.9,"['hotel', 'accommodation']",17.483952600184992,106.6259011,"93, Truong Phap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377768
Bao Ninh Beach Resort,Quang Binh,4.0,"['hotel', 'accommodation']",17.46106395018271,106.6443182073194,"Vo Nguyen Giap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377771
Melia Hotel & Resort Quang Binh,Quang Binh,4.1,"['hotel', 'accommodation']",17.476600350184256,106.63469698520248,"Đường Mỹ Cảnh, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377773
Sun Spa Resort,Quang Binh,4.2,"['hotel', 'accommodation']",17.479746600184555,106.63368089999999,"Đường Mỹ Cảnh, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377776
Khách sạn Tân Bình,Quang Binh,4.3,"['hotel', 'accommodation']",17.463314350182934,106.62293409126426,"Le Van Huu Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377779
Radisson Hotel Quảng Bình,Quang Binh,4.4,"['hotel', 'accommodation']",17.466086450183212,106.62602281834873,"Quach Xuan Ky Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377781
Long Bình,Quang Binh,4.5,"['hotel', 'accommodation']",17.479507300184547,106.6203416,"Ly Thuong Kiet Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377784
Ke Bang Hotel,Quang Binh,4.6,"['hotel', 'accommodation']",17.476314000184228,106.62334659999999,"Nguyen Du Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377786
Năm Long Hotel,Quang Binh,4.7,"['hotel', 'accommodation']",17.476375400184235,106.62319099999999,"Ho Xuan Huong Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377788
Lương Thực,Quang Binh,4.8,"['hotel', 'accommodation']",17.473480900183933,106.62180529999999,"Cao Ba Quat Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377790
Nhà nghỉ dưỡng Hải Đăng,Quang Binh,4.9,"['hotel', 'accommodation']",17.46784035018338,106.64057496324494,"Vo Nguyen Giap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:41.377792
Tre Xanh **,Thua Thien Hue,4.0,"['hotel', 'accommodation']",16.463857600077098,107.59430769999999,"61, Hùng Vương, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611884
Khách sạn Nhà hàng tiệc cưới Trúc Xanh,Thua Thien Hue,4.1,"['hotel', 'accommodation']",16.456997700076332,107.55786139999998,"08, Nguyễn Phúc Nguyên, Phú Xuân District, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611895
NewLife Homestay,Thua Thien Hue,4.2,"['hotel', 'accommodation']",16.469390300077723,107.5962568,"35/10, Chu Văn An, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611899
Ibiza Guest House,Thua Thien Hue,4.3,"['hotel', 'accommodation']",16.468789100077643,107.59670690000002,"52/42, Nguyễn Công Trứ, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611904
Home Hotel,Thua Thien Hue,4.4,"['hotel', 'accommodation']",16.472055000078015,107.5952904,"08, Nguyễn Công Trứ, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611907
Melody Hostel,Thua Thien Hue,4.5,"['hotel', 'accommodation']",16.46862370007762,107.5962891,"41, Chu Văn An, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611910
Hotel Saigon Morin,Thua Thien Hue,4.6,"['hotel', 'accommodation']",16.466655300077413,107.59030492053327,"30, Lê Lợi, Phường Thuận Hóa, Huế, Huế 47000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611913
Khách sạn Indochine Palace,Thua Thien Hue,4.7,"['hotel', 'accommodation']",16.461418350076826,107.59794367406269,"105A, Hùng Vương, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611916
La Résidence,Thua Thien Hue,4.8,"['hotel', 'accommodation']",16.45909155007657,107.58015360407893,"5, Lê Lợi, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611919
Silk Path Grand Hue Hotel,Thua Thien Hue,4.9,"['hotel', 'accommodation']",16.457692150076408,107.57992165579934,"2, Le Loi Street, Phường Thuận Hóa, Huế, Huế 49000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611922
Tran Ly,Thua Thien Hue,4.0,"['hotel', 'accommodation']",16.47049220007785,107.5945042,"78, Lê Lợi, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611926
Alba Hotel SPA,Thua Thien Hue,4.1,"['hotel', 'accommodation']",16.46512685007724,107.59526989999999,"29, Trần Quang Khải, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611929
Senna Hue Hotel,Thua Thien Hue,4.2,"['hotel', 'accommodation']",16.465865000077322,107.5935801674941,"7, Nguyễn Tri Phương, Phường Thuận Hóa, Huế, Huế 53000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611932
Hong Thien 1 Hotel,Thua Thien Hue,4.3,"['hotel', 'accommodation']",16.46933710007771,107.5962366,"35/6, Chu Văn An, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611935
Lucky Homestay,Thua Thien Hue,4.4,"['hotel', 'accommodation']",16.46681460007743,107.59316789999998,"46, Trần Cao Vân, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611937
Cuoc Song Moi Homestay,Thua Thien Hue,4.5,"['hotel', 'accommodation']",16.47040960007783,107.5967794,"35/10, Chu Văn An, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611940
Royal Crest Hotel,Thua Thien Hue,4.6,"['hotel', 'accommodation']",16.475654200078424,107.5959418,"Nguyễn Sinh Cung, Phường Vỹ Dạ, Huế 54000, Vietnam",hotel,0.0,,,,,,,,,,,2025-10-22T02:14:53.611943
