maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
61,Bãi tắm Lương Ngọc,,"Khu 1A, Phường Quang Hanh, thành phố Cẩm Phả, Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1156"", ""email"": """", ""item_id"": ""1156"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
62,Bãi tắm Quảng Hồng,,"Khu Nam Sơn 2, Phường Cẩm Sơn, thành phố Cẩm Phả , Thành phố Cẩm Phả, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1155"", ""email"": """", ""item_id"": ""1155"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
63,Trung tâm Khoáng nóng Địa chất,,"Ngõ 604 Trần Phú,Phường Cẩm Thạch, Thành phố Cẩm Phả, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1154"", ""email"": """", ""item_id"": ""1154"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
64,Khu di tích lịch sử - Văn hóa Đền Cửa Ông,,"Phường Cửa Ông, Thành phố Cẩm Phả, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1152"", ""email"": """", ""item_id"": ""1152"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
65,Khu di tích lịch sử và Danh thắng Vũng Đục,,"Khu Diêm Thủy, phường Cẩm Đông, Thành phố Cẩm Phả, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1153"", ""email"": """", ""item_id"": ""1153"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
66,Quảng Ninh Gate,,"Thôn Tâ xã Bình Dương, thị xã Đông Triều, An Sinh, Thị xã Đông Triều, Quảng Ninh",8,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1151"", ""email"": """", ""item_id"": ""1151"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
67,Công viên Hà Lan,,"Khu Vĩnh Xuân phường Mạo Khê, Mạo Khê, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1150"", ""email"": """", ""item_id"": ""1150"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
68,Hồ Khe Chè,,"Thôn Ba Xã, xã An Sinh, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1149"", ""email"": """", ""item_id"": ""1149"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
69,Làng quê Yên Đức,,"Thôn Yên Khánh, xã Yên Đức, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1148"", ""email"": """", ""item_id"": ""1148"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
70,Cụm di tích lịch sử cách mạng khu mỏ than Mạo Khê,,"Khu Vĩnh Lập, phường Mạo Khê,, Mạo Khê, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1147"", ""email"": """", ""item_id"": ""1147"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
71,Trung tâm chiến khu Đông Triều - chùa Bắc Mã,,"Thôn Bắc Mã, xã Bình Dương, An Sinh, Thị xã Đông Triều, Quảng Ninh",8,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1146"", ""email"": """", ""item_id"": ""1146"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
72,Chùa Hồ Thiên,,"Thôn Phú Ninh, xã Bình Khê, thị xã Đông Triều, Bình Khê, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1145"", ""email"": """", ""item_id"": ""1145"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
73,Chùa Quỳnh Lâm,,"phường Tràng An, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1144"", ""email"": """", ""item_id"": ""1144"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
74,Đền Thái,,"Thôn Trại Lốc, xã An Sinh, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1143"", ""email"": """", ""item_id"": ""1143"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
75,Đền An Sinh,,"Thôn Nghĩa Hưng, xã An Sinh, thị xã Đông Triều, Thị xã Đông Triều, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1142"", ""email"": """", ""item_id"": ""1142"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
76,Chợ Rừng,,"Phường Quảng Yên, Quảng Yên, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1141"", ""email"": """", ""item_id"": ""1141"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
77,Làng nghề truyền thống Hưng Học,,"phường Nam Hòa, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1140"", ""email"": """", ""item_id"": ""1140"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
78,Thác Mơ,,"Khu Lâm Sinh 2,Phường Minh Thành, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1139"", ""email"": """", ""item_id"": ""1139"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
79,Chùa Yên Mỹ,,"xã Lê Lợi, thành phố Hạ Long, Thành phố Hạ Long, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1138"", ""email"": """", ""item_id"": ""1138"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
80,Đền thờ Tiến sỹ Vũ Phi Hổ,,"xã Lê Lợi, thành phố Hạ Long, Thành phố Hạ Long, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1137"", ""email"": """", ""item_id"": ""1137"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
81,Đền thờ Vua Lê Thái Tổ,,"xã Lê Lợi, thành phố Hạ Long, Thành phố Hạ Long, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1136"", ""email"": """", ""item_id"": ""1136"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
82,Miếu Tiên Công,,"Thôn Cẩm Thành, xã Cẩm La xã Cẩm La, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1135"", ""email"": """", ""item_id"": ""1135"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
83,Chùa Yên Giang,,"Khu 2, phường Yên Giang, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1134"", ""email"": """", ""item_id"": ""1134"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
84,"Đình, chùa Yên Đông",,"Khu 3, phường Yên Hải, thị xã Quảng Yên, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1133"", ""email"": """", ""item_id"": ""1133"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
85,Nhà thờ họ Lê,,"Khu 5, phường Phong Cốc, thị xã Quảng Yên, Phong Cốc, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1132"", ""email"": """", ""item_id"": ""1132"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
86,Đình Phong Cốc,,"Khu 4, phường Phong Cốc, thị xã Quảng Yên, Phong Cốc, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1131"", ""email"": """", ""item_id"": ""1131"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
87,Hai cây Lim Giếng Rừng,,"Khu 5, phường Quảng Yên, thị xã Quảng Yên, Quảng Yên, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1130"", ""email"": """", ""item_id"": ""1130"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
88,Bảo tàng Bạch Đằng,,"Khu 5, phường Quảng Yên, thị xã Quảng Yên, Quảng Yên, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1129"", ""email"": """", ""item_id"": ""1129"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
89,Khu trung tâm di tích lịch sử Bạch Đằng,,"Khu 6, phường Yên Giang, Thị xã Quảng Yên, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1128"", ""email"": """", ""item_id"": ""1128"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
90,Quần thể danh lam thắng cảnh Núi Mằn,,"xã Thống Nhất, thành phố Hạ Long, Thống Nhất, Thành phố Hạ Long, Quảng Ninh",45,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1127"", ""email"": """", ""item_id"": ""1127"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
91,Nhà hàng Bamboo Sông Chanh,,"Khu Bắc Cầu Sông Chanh, Quảng Yên, Thị xã Quảng Yên, Quảng Ninh",45,nha_hang,0.0,0.0,0.0,,,020389555999,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2658"", ""email"": """", ""item_id"": ""2658"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
92,Nhà hàng Hải sản Bà Niềm,,"Shophouse Vincom Plaza Móng Cái, Móng Cái 1, Thành phố Móng Cái, Quảng Ninh",45,nha_hang,0.0,0.0,0.0,,,0913264587,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2657"", ""email"": """", ""item_id"": ""2657"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
93,Trung tâm Thương mại Vincom Plaza Móng Cái,,"Đường Đại lộ Hòa Bình, Móng Cái 1, Thành phố Móng Cái, Quảng Ninh",45,nha_hang,0.0,0.0,0.0,,,0385111666,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2656"", ""email"": """", ""item_id"": ""2656"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
94,Trung tâm thương mại Vincom Plaza Hạ Long,,"Đường Trần Quốc Nghiễn, Thành phố Hạ Long, Quảng Ninh",45,nha_hang,0.0,0.0,0.0,,,02036281818,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2655"", ""email"": """", ""item_id"": ""2655"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
95,Nhà hàng Happy,,"39 Trần Bình Trọng, P. Phú Thọ, TP. Thủ Dầu Một, Thành phố Thủ Dầu Một, Bình Dương",8,nha_hang,0.0,0.0,0.0,,,0933462371,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2654"", ""email"": """", ""item_id"": ""2654"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
96,Nhà Hàng 18E,,"58 Đại Lộ Bình Dương, Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",8,nha_hang,0.0,0.0,0.0,,,02740908972655,https://www.nhahang18.com,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2653"", ""email"": ""nhahang18e@gmail.com"", ""item_id"": ""2653"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
97,Vườn Ẩm Thực Đông Hồ,,"225 Đại Lộ Bình Dương, Thành phố Thủ Dầu Một, Bình Dương",8,nha_hang,0.0,0.0,0.0,,,02740842226226,https://www.amthucdongho.com,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2652"", ""email"": """", ""item_id"": ""2652"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
98,Nhà hàng Victory,,"Đường 23 Tháng 3, Đông Gia Nghĩa, Thị xã Gia Nghĩa, Đắc Nông",14,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2651"", ""email"": """", ""item_id"": ""2651"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
99,Nhà hàng Sơn Mã,,"34 Quang Trung, Đông Gia Nghĩa, Thị xã Gia Nghĩa, Đắc Nông",14,nha_hang,0.0,0.0,0.0,,,02610913444770,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2650"", ""email"": """", ""item_id"": ""2650"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
100,Nhà hàng Phương Thủy,,"Đường vành đai Hồ Tây, Đức Lập, Huyện Đắk Mil, Đắc Nông",14,nha_hang,0.0,0.0,0.0,,,02610905961848,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2649"", ""email"": """", ""item_id"": ""2649"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
101,Nhà hàng Ngọc Thảo,,"Thôn 3, Xã Kiến Thành, Kiến Đức, Huyện Đắk R'Lấp, Đắc Nông",22,nha_hang,0.0,0.0,0.0,,,02610914098551,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2648"", ""email"": """", ""item_id"": ""2648"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
102,Nhà hàng K'Jang,,"Bon Păng So, Tà Đùng, Huyện Đăk Glong, Đắc Nông",14,nha_hang,0.0,0.0,0.0,,,02610932689968,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2647"", ""email"": """", ""item_id"": ""2647"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
103,Nhà hàng Hướng Liễu,,"Tổ dân phố 1, Đông Gia Nghĩa, Thị xã Gia Nghĩa, Đắc Nông",14,nha_hang,0.0,0.0,0.0,,,02610904583207,http://nhahanghuonglieusunflower.com/,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2646"", ""email"": ""nhahanghuonglieusunflower@gmail.com"", ""item_id"": ""2646"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
104,Trung Khàn Quán,,"08 Điện Biên Phủ, Ea Drăng, Huyện Ea H'leo, Đắc Lắk",15,nha_hang,0.0,0.0,0.0,,,02620977488049,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2645"", ""email"": """", ""item_id"": ""2645"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
105,Mỹ Nhung Quán,,"86 Nguyễn Trãi, Thị Xã Buôn Hồ, Đắc Lắk",13,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2644"", ""email"": """", ""item_id"": ""2644"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
106,Điền Trang Hoa Mai 3,,"339 Nguyền Đình Chiểu, Thành phố Buôn Ma Thuột, Đắc Lắk",0,nha_hang,0.0,0.0,0.0,,,02620961959339,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2643"", ""email"": """", ""item_id"": ""2643"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
107,Nhà hàng Biệt Điện,,"01 Ngô Quyền, Buôn Ma Thuột, Thành phố Buôn Ma Thuột, Đắc Lắk",0,nha_hang,0.0,0.0,0.0,,,02623954299,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2642"", ""email"": """", ""item_id"": ""2642"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
108,Ẩm thực hồ câu Khánh Hà,,", Ea Wer, Huyện Buôn Đôn, Đắc Lắk",0,nha_hang,0.0,0.0,0.0,,,02620913199932,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2641"", ""email"": """", ""item_id"": ""2641"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
109,Nhà hàng Galaxy,,"311 Trần Văn Hai, Thành phố Kon Tum, Kon Tum",30,nha_hang,0.0,0.0,0.0,,,02602489779,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2640"", ""email"": """", ""item_id"": ""2640"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
110,Nhà hàng Cô Ba,,"173 Kapakolong, Thành phố Kon Tum, Kon Tum",30,nha_hang,0.0,0.0,0.0,,,02600369231983,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2639"", ""email"": """", ""item_id"": ""2639"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
111,BBQ Su Bông,,"15 Phan Bội Châu, Bờ Y, Huyện Ngọc Hồi, Kon Tum",30,nha_hang,0.0,0.0,0.0,,,02600979221821,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2638"", ""email"": """", ""item_id"": ""2638"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
112,Ẩm thực Nướng,,"426 Nguyễn Huệ, Thành phố Kon Tum, Kon Tum",30,nha_hang,0.0,0.0,0.0,,,02600366461197,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2637"", ""email"": """", ""item_id"": ""2637"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
113,Ẩm thực Á Đông,,"61A Trần Cao Vân, Thành phố Kon Tum, Kon Tum",30,nha_hang,0.0,0.0,0.0,,,02603858179,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2636"", ""email"": """", ""item_id"": ""2636"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
114,Nhà hàng Tây Nguyên,,"515 Phú Riềng Đỗ, Thị xã Đồng Xoài, Bình Phước",9,nha_hang,0.0,0.0,0.0,,,02713870459,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2635"", ""email"": """", ""item_id"": ""2635"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
115,Nhà Hàng Sao Biển,,"16 Ấp Bà Điều, Thành phố Cà Mau, Cà Mau",11,nha_hang,0.0,0.0,0.0,,,02900912967481,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2634"", ""email"": """", ""item_id"": ""2634"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
116,Nhà hàng Nhị Đệ,,"Quản Lộ - Phụng Hiệp, Tân Thành, Thành phố Cà Mau, Cà Mau",11,nha_hang,0.0,0.0,0.0,,,02900919345939,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2633"", ""email"": """", ""item_id"": ""2633"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
117,Nhà Hàng Hoàng Kim,,"126A Phan Ngọc Hiển, Thành phố Cà Mau, Cà Mau",11,nha_hang,0.0,0.0,0.0,,,02900917404113,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2632"", ""email"": """", ""item_id"": ""2632"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
118,Nhà hàng Tân Tân,,"153A Nguyễn Đình Chiểu, Lý Văn Lâm, Thành phố Cà Mau, Cà Mau",11,nha_hang,0.0,0.0,0.0,,,02903820404,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2631"", ""email"": """", ""item_id"": ""2631"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
119,Nhà hàng Vân Thủy,,"Đảo Uyên Ương, 3b 1 Tháng 5, Thành phố Cà Mau, Cà Mau",11,nha_hang,0.0,0.0,0.0,,,02903830969,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2630"", ""email"": """", ""item_id"": ""2630"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
120,Nhà hàng Cua 1 Càng,,"75 đường Võ Văn Tần, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02510975538939,,0.0,0,0,,2026-05-27 16:53:04,2026-05-27 16:53:04,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2629"", ""email"": """", ""item_id"": ""2629"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
